1	156
2	160
3	163
4	166
5	167
6	170
7	175
9	180
10	183
11	186
12	190
13	191
14	199
15	203
16	208
17	212
18	216
19	223
20	229
21	233
22	240
23	245
24	250
25	255
26	262
27	264
28	271
29	277
30	290
31	300
32	308
33	314
34	322
35	331
36	341
37	348
38	360
39	373
40	375
41	388
42	402
43	415
44	419
45	430
46	445
47	456
48	468
49	469
50	486
51	504
52	513
53	534
54	552
55	572
56	592
57	601
58	613
59	627
60	642
61	658
62	681
63	695
64	711
65	735
66	745
67	746
68	752
69	760
70	780
71	800
